
0,342773 ;0,342773 ;0,342773 ;0,350586 ;0,342773 ;0,342773 ;0,334961 ;0,334961 ;0,334961 ;0,334961 ;0,327148 ;0,334961 ;0,327148 ;0,334961 ;0,327148 ;0,342773 ;
0,397461 ;0,366211 ;0,366211 ;0,350586 ;0,350586 ;0,358398 ;0,358398 ;0,342773 ;0,342773 ;0,350586 ;0,358398 ;0,334961 ;0,342773 ;0,350586 ;0,350586 ;0,350586 ;
0,350586 ;0,358398 ;0,350586 ;0,350586 ;0,350586 ;0,342773 ;0,334961 ;0,342773 ;0,327148 ;0,334961 ;0,334961 ;0,334961 ;0,319336 ;0,334961 ;0,327148 ;0,342773 ;
0,397461 ;0,374023 ;0,366211 ;0,350586 ;0,350586 ;0,358398 ;0,358398 ;0,342773 ;0,342773 ;0,342773 ;0,350586 ;0,334961 ;0,334961 ;0,342773 ;0,350586 ;0,342773 ;
0,358398 ;0,358398 ;0,350586 ;0,350586 ;0,342773 ;0,334961 ;0,334961 ;0,334961 ;0,319336 ;0,327148 ;0,327148 ;0,334961 ;0,319336 ;0,327148 ;0,327148 ;0,350586 ;
0,405273 ;0,374023 ;0,374023 ;0,358398 ;0,350586 ;0,358398 ;0,350586 ;0,334961 ;0,334961 ;0,342773 ;0,350586 ;0,327148 ;0,334961 ;0,342773 ;0,342773 ;0,350586 ;
0,366211 ;0,366211 ;0,350586 ;0,350586 ;0,350586 ;0,342773 ;0,334961 ;0,334961 ;0,327148 ;0,327148 ;0,319336 ;0,327148 ;0,319336 ;0,327148 ;0,327148 ;0,342773 ;
0,413086 ;0,381836 ;0,381836 ;0,350586 ;0,350586 ;0,358398 ;0,350586 ;0,334961 ;0,334961 ;0,342773 ;0,342773 ;0,327148 ;0,334961 ;0,342773 ;0,334961 ;0,334961 ;
0,381836 ;0,374023 ;0,358398 ;0,350586 ;0,342773 ;0,334961 ;0,327148 ;0,327148 ;0,319336 ;0,327148 ;0,319336 ;0,319336 ;0,319336 ;0,327148 ;0,327148 ;0,342773 ;
0,428711 ;0,389648 ;0,381836 ;0,358398 ;0,350586 ;0,350586 ;0,342773 ;0,327148 ;0,327148 ;0,334961 ;0,334961 ;0,327148 ;0,327148 ;0,334961 ;0,334961 ;0,342773 ;
0,389648 ;0,374023 ;0,358398 ;0,350586 ;0,334961 ;0,327148 ;0,319336 ;0,319336 ;0,311523 ;0,311523 ;0,311523 ;0,311523 ;0,311523 ;0,319336 ;0,319336 ;0,334961 ;
0,428711 ;0,389648 ;0,358398 ;0,342773 ;0,327148 ;0,327148 ;0,319336 ;0,311523 ;0,303711 ;0,319336 ;0,319336 ;0,319336 ;0,319336 ;0,334961 ;0,334961 ;0,334961 ;
