
0,004356 ,0,004280 ,0,004173 ,0,004265 ,0,004250 ,0,004326 ,0,004295 ,0,004311 ,0,004433 ,0,004219 ,0,004173 ,0,004402 ,0,004417 ,0,004448 ,0,004402 ,0,004585 ,
0,004311 ,0,004265 ,0,004250 ,0,004250 ,0,004372 ,0,004280 ,0,004280 ,0,004204 ,0,004311 ,0,004265 ,0,004234 ,0,004295 ,0,004417 ,0,004433 ,0,004311 ,0,004555 ,
0,004417 ,0,004341 ,0,004311 ,0,004372 ,0,004478 ,0,004433 ,0,004250 ,0,004356 ,0,004387 ,0,004433 ,0,004311 ,0,004433 ,0,004402 ,0,004539 ,0,004433 ,0,004601 ,
0,004433 ,0,004417 ,0,004341 ,0,004356 ,0,004387 ,0,004311 ,0,004341 ,0,004402 ,0,004356 ,0,004372 ,0,004356 ,0,004448 ,0,004402 ,0,004402 ,0,004372 ,0,004463 ,
0,004524 ,0,004417 ,0,004356 ,0,004494 ,0,004524 ,0,004494 ,0,004356 ,0,004433 ,0,004463 ,0,004387 ,0,004341 ,0,004494 ,0,004478 ,0,004433 ,0,004463 ,0,004555 ,
0,004616 ,0,004433 ,0,004387 ,0,004402 ,0,004463 ,0,004478 ,0,004356 ,0,004417 ,0,004463 ,0,004463 ,0,004372 ,0,004463 ,0,004463 ,0,004509 ,0,004417 ,0,004539 ,
0,004646 ,0,004539 ,0,004570 ,0,004601 ,0,004585 ,0,004539 ,0,004494 ,0,004478 ,0,004570 ,0,004555 ,0,004417 ,0,004509 ,0,004463 ,0,004524 ,0,004463 ,0,004555 ,
0,004570 ,0,004585 ,0,004585 ,0,004570 ,0,004677 ,0,004585 ,0,004433 ,0,004463 ,0,004555 ,0,004494 ,0,004402 ,0,004463 ,0,004494 ,0,004417 ,0,004387 ,0,004372 ,
0,004707 ,0,004707 ,0,004662 ,0,004539 ,0,004753 ,0,004677 ,0,004478 ,0,004646 ,0,004646 ,0,004555 ,0,004524 ,0,004524 ,0,004524 ,0,004555 ,0,004387 ,0,004433 ,
0,004723 ,0,004723 ,0,004662 ,0,004677 ,0,004692 ,0,004707 ,0,004631 ,0,004539 ,0,004585 ,0,004616 ,0,004448 ,0,004478 ,0,004417 ,0,004433 ,0,004295 ,0,004326 ,
0,004723 ,0,004768 ,0,004784 ,0,004784 ,0,004753 ,0,004723 ,0,004692 ,0,004723 ,0,004692 ,0,004570 ,0,004387 ,0,004524 ,0,004601 ,0,004402 ,0,004250 ,0,004356 ,
0,004875 ,0,004723 ,0,004738 ,0,004753 ,0,004829 ,0,004723 ,0,004585 ,0,004692 ,0,004692 ,0,004570 ,0,004494 ,0,004433 ,0,004402 ,0,004326 ,0,004219 ,0,004234 ,
